IAM Acronym,Bank Acronym,IAM id,Year Filed,Case Name,Global Region (1),Global Region (2),Country,External ID,Date Filed,Month Closed,Year Closed,Still open as of 12/31/15?,Status as of 12/31/15,Results achieved by 12/31/15?,Type of Filer (1),Type of Filer (2),Type of Filer (3),Filer Name(s) if organization,Other groups supporting complaint?,Type of Supporting Organization(s) (1),Type of Supporting Organization(s) (2),Name of supporting organization(s),Type of IFI Support (1),Type of IFI Support (2),Sector/Industry (1),Sector/Industry (2),Public or private?,Issue Raised (1),Issue Raised (2),Issue Raised (3),Issue Raised (4),Issue Raised (5),Issue Raised (6),Issue Raised (7),Issue Raised (8),Issue Raised (9),Issue Raised (10),Is Registered,Date Registered,Is Eligible,Date determined eligible,If no Eligibility why 1,If no Eligibility why 2,If no Eligibility why 3,If no Eligibility why 4,Problem-Solving initiated,Date PS initiated,Duration of PS (months),If no Dispute Resolution why,Settlement reached in PS?,Compliance Review initiated,Date CR initiated,Duration of CR (months),If no Compliance Review why,Was non-compliance found?,Was a management action plan produced?,Monitoring initiated,Date monitoring initiated,Duration of monitoring (months),If no Monitoring why,Duration from filing until case closed or monitoring started,"If closed as of 12/31/15, duration of process in months",Was a compliance report published,Who inputted data?
Panel,WB,23,2009,Export Development Project (not registered),Sub-Saharan Africa,N/A,Kenya,59,4/21/09,8,2009,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Friends of Nairobi National Park (FoNNP),Yes,Domestic CSO(s),N/A,Jamaa Resource Initiatives,Project/investment lending,N/A,Manufacturing,N/A,Public,Consultation and disclosure,Displacement (physical and/or economic),Water,Biodiversity,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank loan near or complete disbursement,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,4,4,N/A,
Panel,WB,23,2009,"Mumbai Urban Transport Project, 3rd Request",South Asia,N/A,India,58,5/29/09,8,2009,No,Closed with results outside process,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,6/9/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,3,3,N/A,
Panel,WB,23,2009,Tax Administration Reform Project‘_,South Asia,N/A,Pakistan,64,12/22/09,3,2010,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Officers of Customs and Excise Group Association,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Regulatory Development,N/A,Public,Livelihoods,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/19/10,Yes,3/22/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,3,3,N/A,
Panel,WB,23,2009,Land Administration Project‘_,Latin America & the Caribbean,N/A,Panama,53,2/25/09,2,2011,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,Congreso de Area Anexa de la Provincia de Bocas del Toro,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Land reform,N/A,Public,Indigenous peoples,Human rights,Consultation and disclosure,Livelihoods,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,3/11/09,Yes,6/19/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,6/19/09,20,N/A,Yes,Yes,Yes,Unknown,Unknown,N/A,Unknown,24,Yes,
Panel,WB,23,2009,Land Management and Administration Project,East Asia & the Pacific,N/A,Cambodia,60,9/4/09,7,2012,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Yes,International CSO(s),N/A,"BABSEA, COHRE, BIC",Project/investment lending,N/A,Land reform,Regulatory Development,Public,Displacement (physical and/or economic),Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/24/09,Yes,12/7/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/31/10,12,N/A,Yes,Yes,Yes,3/8/11,16,N/A,18,34,Yes,
Panel,WB,23,2009,Lima Urban Transport Project,Latin America & the Caribbean,N/A,Peru,61,10/1/09,6,2011,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Other community health and safety issues,Other environmental,Cultural heritage,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,Yes,10/14/09,Yes,12/15/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,12/15/09,18,N/A,Yes,Yes,No,N/A,N/A,Monitoring not contemplated,20,20,Yes,
Panel,WB,23,2009,Smallholder Agriculture Development Project,East Asia & the Pacific,N/A,Papua New Guinea,62,12/8/09,1,2015,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,Center for Environmental Law and Community Rights (CELCOR),Yes,International CSO(s),N/A,"Accountability Counsel, International Accountability Project, Rainforest Action Network",Project/investment lending,N/A,Agribusiness,N/A,Public,Other environmental,Other,Consultation and disclosure,Pollution,Other community health and safety issues,Indigenous peoples,Human rights,Due diligence,N/A,N/A,Yes,12/17/09,Yes,3/10/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/10/10,21,N/A,Yes,Yes,Yes,12/16/11,37,N/A,24,61,Yes,
Panel,WB,23,2010,South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b) _„_ 1st request,Europe & Central Asia,N/A,Kazakhstan,66,2/5/10,6,2010,No,Closed with results outside process,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Pollution,Other community health and safety issues,Other environmental,Displacement (physical and/or economic),Livelihoods,N/A,N/A,N/A,N/A,N/A,Yes,4/29/10,Yes,6/28/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,4,4,N/A,
Panel,WB,23,2010,Quilleco Hydropower Project‘_,Latin America & the Caribbean,N/A,Chile,67,4/21/10,8,2011,No,Closed with results outside process,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Other,N/A,Energy,N/A,Public,Other community health and safety issues,Cultural heritage,Displacement (physical and/or economic),Other environmental,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,6/18/10,Yes,8/23/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,16,16,N/A,
Panel,WB,23,2010,"Third Employment, Entrepreneurship and Human Capital Development Policy Loan‘_(not registered)‘_",Europe & Central Asia,N/A,Poland,68,6/14/10,7,2010,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Other,N/A,Public,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank not found to be responsible party,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
Panel,WB,23,2010,"Madhya Pradesh Water Sector Restructuring Project, 1st request",South Asia,N/A,India,72,8/31/10,10,2011,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Regulatory Development,Public,Pollution,Other community health and safety issues,Water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,5/17/11,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,26,26,N/A,
Panel,WB,23,2010,Development Forestry Sector Management Project‘_,Sub-Saharan Africa,N/A,Liberia,69,9/24/10,2,2011,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Sustainable Development Institute,Yes,International CSO(s),N/A,Global Witness,Other,N/A,Forestry,Regulatory Development,Public,Other environmental,Consultation and disclosure,Human rights,Biodiversity,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,9/30/10,Yes,2/7/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,5,5,N/A,
Panel,WB,23,2010,"Energy Loss Reduction Project (Rogun HPP, Tajikistan)‘_",Europe & Central Asia,N/A,"Tajikistan, Uzbekistan",70,10/8/10,2,2011,No,Closed without results,No,Domestic CSO(s),N/A,N/A,"Ecological Movement of Uzbekistan, Ecoforum- Civil Society",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,N/A,Public,Other environmental,Consultation and disclosure,Other community health and safety issues,Water,Livelihoods,Biodiversity,Due diligence,N/A,N/A,N/A,Yes,10/22/10,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,4,4,N/A,
Panel,WB,23,2010,Greater Beirut Water Supply Project,Middle East & North Africa,N/A,Lebanon,71,11/4/10,4,2013,No,Closed with results outside process,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Water,Pollution,Due diligence,Livelihoods,Consultation and disclosure,Displacement (physical and/or economic),N/A,N/A,N/A,N/A,Yes,11/10/10,Yes,3/8/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,29,29,N/A,
Panel,WB,23,2010,Eskom Investment Support Project,Sub-Saharan Africa,N/A,South Africa,65,4/6/10,5,2015,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,"Earthlife Africa, groundWork",Yes,International CSO(s),Domestic CSO(s),"CIEL, BIC, Sierra Club, EarthLife, groundWork",Project/investment lending,N/A,Energy,Infrastructure,Public,Pollution,Water,Cultural heritage,Livelihoods,Other community health and safety issues,Due diligence,Displacement (physical and/or economic),Human rights,N/A,N/A,Yes,4/7/10,Yes,7/29/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,7/29/10,22,N/A,Yes,No,Yes,5/25/12,36,N/A,25,61,Yes,
Panel,WB,23,2011,Second Norte Grande Water Infrastructure Project‘_,Latin America & the Caribbean,N/A,Argentina,73,5/4/11,8,2011,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Consultation and disclosure,Pollution,Water,Livelihoods,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,6/29/11,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,3,3,N/A,
Panel,WB,23,2011,South-West Roads: Western Europe-Western China International Transit Corridor (CAREC-1b & 6b),Europe & Central Asia,N/A,Kazakhstan,74,6/15/11,10,2011,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,National Analytical Information Resource (NAIR),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Other environmental,Consultation and disclosure,Biodiversity,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,8/17/11,Yes,10/18/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,4,4,N/A,
Panel,WB,23,2011,Red Sea - Dead Sea Water Conveyance Study Program,Middle East & North Africa,N/A,"Israel, Jordan, West Bank, Gaza",76,6/24/11,3,2012,No,Closed without results,No,Domestic CSO(s),International CSO(s),N/A,"Stop the Wall Campaign, Palestinian Farmers Union, Global Initiative for Economic, Social and Cultural Rights",Yes,International CSO(s),N/A,BIC,Other,N/A,Other,N/A,Public,Due diligence,Consultation and disclosure,Indigenous peoples,Other environmental,Water,N/A,N/A,N/A,N/A,N/A,Yes,10/20/11,Yes,2/15/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,7,7,N/A,
Panel,WB,23,2011,Santa Fe Infrastructure Project and Provincial Road Infrastructure Project (Not Registered)‘_,Latin America & the Caribbean,N/A,Argentina,77,9/2/11,9,2011,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Other community health and safety issues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank loan near or complete disbursement,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
Panel,WB,23,2012,Kosovo Power Project (Proposed),Europe & Central Asia,N/A,Kosovo,78,3/29/12,7,2012,No,Closed without results,No,Domestic CSO(s),Individual(s),N/A,"Kosovo Energy Corporation_„_s independent Kosovo Energy Trade Union, Institute for Development Policy (INDEP), Institute of Advanced Studies, and Forum for Civic Initiative",Yes,International CSO(s),N/A,"CIEL, BIC, Sierra Club",Risk Guarantee,N/A,Energy,N/A,Public,Pollution,Water,Other community health and safety issues,Livelihoods,Displacement (physical and/or economic),Consultation and disclosure,Due diligence,Labor,N/A,N/A,Yes,4/12/12,Yes,6/20/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,4,4,N/A,
Panel,WB,23,2012,Improving Rural Livelihoods through Carbon Sequestration Project,South Asia,N/A,India,80,4/23/12,10,2012,No,Closed without results,No,Domestic CSO(s),Individual(s),N/A,VEDA Climate Change Solutions Limited,Unknown,Unknown,Unknown,Unknown,Other,N/A,Conservation and environmental protection,Agribusiness,Public,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,7/27/12,Yes,10/17/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,6,6,N/A,
Panel,WB,23,2012,Kenya Energy Sector Recovery Project‘_,Sub-Saharan Africa,N/A,Kenya,79,5/10/12,7,2012,No,Closed with results outside process,No,Local community-based organization(s),N/A,N/A,Njumbi Road Residents' Association,Yes,Domestic CSO(s),N/A,Jamaa Resource Initiatives,Project/investment lending,N/A,Energy,Regulatory Development,Private,Consultation and disclosure,Other environmental,Pollution,Due diligence,Other community health and safety issues,Property damage,N/A,N/A,N/A,N/A,Yes,5/24/12,Yes,7/25/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,2,2,N/A,
Panel,WB,23,2012,"Sustainable Development of Natural Resources _„_ Additional Financing, and Sustainable Development of Natural Resources II",South Asia,N/A,Afghanistan,83,12/3/12,4,2013,No,Closed with results outside process,No,Domestic CSO(s),Individual(s),N/A,Alliance for the Restoration of Cultural Heritage (Kabul Office),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",Regulatory Development,Public,Cultural heritage,Water,Other community health and safety issues,Displacement (physical and/or economic),Violence against the community (by gov't and/or company),Pollution,Livelihoods,Due diligence,N/A,N/A,Yes,1/4/13,Yes,4/23/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,4,4,N/A,
Panel,WB,23,2012,Vishnugad Pipalkoti Hydro Electric Project,South Asia,N/A,India,81,7/23/12,N/A,N/A,Yes,In monitoring,Yes,Individual(s),N/A,N/A,N/A,Yes,Domestic CSO(s),N/A,Matu Jan Sangathana,Project/investment lending,N/A,Energy,N/A,Public,Cultural heritage,Water,Pollution,Biodiversity,Other environmental,Other gender-related issues,Other community health and safety issues,Consultation and disclosure,Livelihoods,Due diligence,Yes,8/3/12,Yes,11/26/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,11/26/12,23,N/A,Yes,Yes,Yes,10/2/14,N/A,N/A,27,N/A,Yes,
Panel,WB,23,2012,Protection of Basic Services Program Phase II Additional Financing and Promoting Basic Services Phase III Project,Sub-Saharan Africa,N/A,Ethiopia,82,9/24/12,N/A,N/A,Yes,In monitoring,Yes,Individual(s),N/A,N/A,N/A,Yes,International CSO(s),N/A,"Inclusive Development International, Human Rights Watch",Project/investment lending,N/A,Other,N/A,Public,Displacement (physical and/or economic),Violence against the community (by gov't and/or company),Human rights,Gender-based violence,Livelihoods,Indigenous peoples,Due diligence,N/A,N/A,N/A,Yes,10/9/12,Yes,2/8/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,2/8/13,24,N/A,Yes,Yes,Yes,2/27/15,N/A,N/A,29,N/A,Yes,
Panel,WB,23,2013,Giza North‘_Power Project,Middle East & North Africa,N/A,Egypt,85,2/21/13,6,2013,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,"Egyptian Association for Collective Rights, 7 other CSOs",Yes,International CSO(s),N/A,BIC,Project/investment lending,N/A,Energy,N/A,Public,Water,Livelihoods,Pollution,Other community health and safety issues,Displacement (physical and/or economic),Consultation and disclosure,N/A,N/A,N/A,N/A,Yes,4/4/13,Yes,6/10/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,4,4,N/A,
Panel,WB,23,2013,Second‘_National‘_Water‘_Development‘_Project‘_-‘_AdditionalFinancing,Sub-Saharan Africa,N/A,Malawi,86,5/22/13,7,2013,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Citizens for Justice (Malawi),Yes,International CSO(s),N/A,Accountability Counsel,Project/investment lending,N/A,Infrastructure,N/A,Public,Consultation and disclosure,Due diligence,Water,Other,Human rights,Other community health and safety issues,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Other,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
Panel,WB,23,2013,"Mine Closure, Environment and Socio-Economic‘_Regeneration‘_Project (Not Registered)",Europe & Central Asia,N/A,Romania,88,7/2/13,7,2013,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",N/A,Public,Other community health and safety issues,Water,Pollution,Property damage,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank loan repaid ,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
Panel,WB,23,2013,Second Rural Enterprise Support Project,Europe & Central Asia,N/A,Uzbekistan,89,9/5/13,12,2014,No,Closed with results outside process,No,Domestic CSO(s),International CSO(s),N/A,"Human Rights Society of Uzbekistan, Association of Human Rights in Central Asia, UzbekGerman Forum for Human Rights",Yes,International CSO(s),N/A,"Human Rights Watch, International Labour Rights Forum, BIC",Project/investment lending,N/A,Agribusiness,Infrastructure,Public,Labor,Violence against the community (by gov't and/or company),Other retaliation (actual or feared),Other community health and safety issues,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,9/23/13,Yes,12/9/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,15,15,N/A,
Panel,WB,23,2013,Enhanced Vocational Education and Training Project,South Asia,N/A,Nepal,90,9/25/13,11,2013,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Blue Diamond Society,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Education,N/A,Public,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Good faith requirement not met,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,1,1,N/A,
Panel,WB,23,2013,Lagos Metropolitan Development and Governance Project,Sub-Saharan Africa,N/A,Nigeria,91,9/30/13,7,2014,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Social and Economic Rights Action Center,Yes,International CSO(s),N/A,Amnesty International,Project/investment lending,N/A,Infrastructure,N/A,Public,Consultation and disclosure,Displacement (physical and/or economic),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,7/16/14,N/A,N/A,Complaint not registered because mechanism deemed issue settled in Inspection Panel's Pilot Program,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,Case closed before monitoring,12,12,N/A,
