Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Unknown PCM 46,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_46,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 47,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_47,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 48,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_48,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 49,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_49,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 5,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_5,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 50,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_50,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 51,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_51,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 52,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_52,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 53,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_53,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 54,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_54,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 55,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_55,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 56,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_56,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 57,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_57,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 58,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_58,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 59,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_59,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/6/05,7/6/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 6,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_6,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 7,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_7,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 8,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_8,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 9,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_9,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
"Upgrading Informal Settlements in Barranquilla, Colombia","Upgrading Informal Settlements in Barranquilla, Colombia",Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2013-071,Closed Without Results,,,Other,Other,,FALSE,FALSE,11/1/13,11/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,40.39260928,18.35821222,52.77617846,,8030.58603,58.63100052,83.02799988,,18.1122942,42.67055521,20.939,1141749,
Upper Trishuli 1-02,Upper Trishuli 1-02,Nepal,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_65,Closed Without Results,,,Other,Other,,FALSE,FALSE,8/1/12,,,not_undertaken,,8/1/12,9/30/12,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/12,75.05766296,28.74782002,64.68737621,25.3644925,7168.193042,681.7925868,80.84999847,86.80999756,,27.83660354,192.8840251,82.542,147180,
Urban Development Project and Douala Infrastructure Development Project (not registered),Urban Development Project and Douala Infrastructure Development Project (not registered),Cameroon,WB Inspection Panel,World Bank,50,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Livelihoods, Other community health and safety issues, Violence against the community (by gov't and/or company)",,FALSE,FALSE,9/5/07,9/5/07,10/31/07,closed_without_outcome,,,,not_undertaken,Funding and/or consideration ended,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/07,,19.48975059,,43.52774428,14840.67556,1215.808213,70.41200256,81.40499878,70.67993927,105.4557748,38.91474477,50.254,475440,
Urban Public and Environmental Health Sector Development Program,Urban Public and Environmental Health Sector Development Program,Bangladesh,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_46,Closed Without Results,,"Advisory services, Project/investment lending","Healthcare, Regulatory Development",Procurement,,FALSE,FALSE,9/21/15,9/21/15,9/21/15,closed_with_outcome,,9/21/15,9/30/15,closed_without_outcome,"Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/15,68.2046814,70.63232696,100.3238146,10.97795191,,1210.158769,32.40299988,80.45800018,,15.94364686,1238.387386,65.692,147630,
Urban and Environmental Improvement Project,Urban and Environmental Improvement Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Jan-07,Closed Without Results,,Project/investment lending,"Community capacity and development, Infrastructure","Other community health and safety issues, Other environmental",,FALSE,FALSE,1/11/07,1/11/07,2/8/07,closed_with_outcome,,2/8/07,3/31/07,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/07,55.018013,29.06173701,,25.3644925,7560.601059,393.8843518,79.28900146,87.875,,23.52941446,182.8730171,84.219,147180,
Uttarakhand Emergency Assistance Project,Uttarakhand Emergency Assistance Project,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_48,Closed Without Results,,Project/investment lending,"Infrastructure, Other",Procurement,,FALSE,FALSE,10/16/15,10/16/15,10/27/15,closed_with_outcome,,10/27/15,10/31/15,closed_without_outcome,"Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/15,88,60.44719645,75.58285651,23.77311911,,1606.038285,27.2670002,79.09100342,,2.424919101,440.286016,67.223,3287259,
Uttarakhand Urban Sector Development Investment Program - Roorkee Sewerage Subproject Tranche II,Uttarakhand Urban Sector Development Investment Program - Roorkee Sewerage Subproject Tranche II,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_35,Closed Without Results,,Project/investment lending,Infrastructure,Procurement,,FALSE,FALSE,12/22/14,12/22/14,12/22/14,closed_with_outcome,,12/22/14,12/31/14,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/14,81.23950958,60.44719645,71.6126213,23.71311622,1117.586747,1576.004018,27.11700058,79.25800323,,2.312322533,435.1754493,67.616,3287259,
Uttarakhand Urban Sector Development Investment Program- Project 1,Uttarakhand Urban Sector Development Investment Program- Project 1,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_45,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,9/16/15,9/16/15,9/17/15,closed_with_outcome,,9/17/15,10/31/15,closed_without_outcome,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/15,88,60.44719645,75.58285651,23.77311911,,1606.038285,27.2670002,79.09100342,,2.424919101,440.286016,67.223,3287259,
Uttaranchal Decentralized Watershed Development Project,Uttaranchal Decentralized Watershed Development Project,India,WB Inspection Panel,World Bank,45,Closed With Results Outside Process,,Project/investment lending,"Community capacity and development, Conservation and environmental protection","Consultation and disclosure, Other, Water",,FALSE,FALSE,3/7/07,3/7/07,3/23/07,closed_with_outcome,,3/23/07,5/22/07,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,5/31/07,69.98802185,60.4132262,,23.05315167,1225.75485,1018.166373,33.33399963,82.05699921,,1.12675353,396.7729069,70.094,3287260,
VEIL II-01/ Ratanakiri Province,VEIL II-01/ Ratanakiri Province,Cambodia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,212,Active,,Equity Investment,"Agribusiness, Other","Consultation and disclosure, Cultural heritage, Displacement (physical and/or economic), Due diligence, Labor, Livelihoods, Other retaliation (actual or feared), Pollution, Property damage, Water",,FALSE,FALSE,2/10/14,,,not_undertaken,,2/10/14,,closed_with_outcome,,5/1/14,,closed_with_outcome,,,,not_undertaken,,,,not_undertaken,,,56.1,30.90301382,27.68785144,54.29639701,7897.430323,1093.762067,80.97200012,88.62999725,,52.56309595,86.5102538,78.201,181040,
Valencia Centros Escolares El Bracal,Valencia Centros Escolares II - 2,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/07,Closed Without Results,,,Education,Other,,FALSE,FALSE,9/4/13,9/4/13,,closed_with_outcome,,,1/10/14,closed_with_outcome,,,,not_undertaken,Unknown,11/10/14,12/10/14,in_progress,,12/19/14,7/19/15,closed_with_outcome,,7/31/15,,53.44395354,9.748359793,36.68379281,,29211.77375,52.61899948,65.5,98.07913208,,93.2009456,20.867,505940,
Valencia Centros Escolares Emilio Lluch,Valencia Centros Escolares II-1 and II-2,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/05,Closed With Results,,Project/investment lending,"Education, Infrastructure","Other, Other community health and safety issues",,TRUE,FALSE,4/13/12,4/13/12,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,10/22/12,2/22/13,closed_with_outcome,,2/9/13,2/9/13,closed_with_outcome,,2/28/13,,53.86137822,9.768897562,36.61556146,2377.43718,28563.85904,52.64400101,66.15399933,97.89453888,,93.50683713,21.098,505940,
"Valencia Centros Escolares Joan Ribera, Spain",Valencia Centros Escolares II - 2,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/05,Closed Without Results,,,Education,Other,,FALSE,FALSE,8/5/13,8/5/13,,closed_with_outcome,,,8/12/13,closed_with_outcome,,,,not_undertaken,Unknown,11/5/14,12/5/14,in_progress,,12/19/14,2/19/15,closed_with_outcome,,2/28/15,,53.44395354,9.748359793,36.68379281,,29211.77375,52.61899948,65.5,98.07913208,,93.2009456,20.867,505940,
Valencia Centros Escolares Severi Torres,Valencia Centros Escolares II - 2,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/03,Active,,,"Education, Infrastructure",Other,,FALSE,FALSE,1/28/14,1/28/14,,closed_with_outcome,,,2/5/14,closed_with_outcome,,,,,,,,,,,,,,,,53.13368385,9.745861148,36.75204414,2392.381453,29623.16445,52.37599945,64.96700287,98.09371948,,92.92273645,20.634,505940,
Variante San Francisco Mocoa,Variante San Francisco Mocoa,Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2013-062,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/1/13,6/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,40.39260928,18.35821222,52.77617846,,8030.58603,58.63100052,83.02799988,,18.1122942,42.67055521,20.939,1141749,
Vasilikos-Western Nicosia Conveyor Water Supply,Vasilikos-Western Nicosia Conveyor Water Supply,Cyprus,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/09/PR,Closed With Results Outside Process,,Project/investment lending,Infrastructure,Water,,FALSE,FALSE,5/20/15,5/20/15,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,,6/30/15,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,6/30/15,,13.76623377,17.89852069,18.69047619,,23212.2247,57.88800049,67.43299866,,,125.6477273,33.054,9250,
Visayas Base-Load Power Project,Visayas Base-Load Power Project,Philippines,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Mar-11,Monitoring,,Project/investment lending,Energy,"Consultation and disclosure, Due diligence, Other community health and safety issues, Other environmental, Pollution",,TRUE,TRUE,2/28/11,2/28/11,3/1/11,closed_with_outcome,,3/1/11,3/17/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,7/11/11,4/11/12,closed_with_outcome,,4/11/12,,in_progress,,,85.17262268,41.11748331,23.61313481,23.74484355,,2352.518156,49.34700012,76.74099731,,-1.928358233,319.5423416,54.478,300000,
Vishnugad Pipalkoti Hydro Electric Project,Vishnugad Pipalkoti Hydro Electric Project,India,WB Inspection Panel,World Bank,81,Monitoring,,Project/investment lending,Energy,"Biodiversity, Consultation and disclosure, Cultural heritage, Due diligence, Livelihoods, Other community health and safety issues, Other environmental, Other gender-related issues, Pollution, Water",,TRUE,TRUE,7/23/12,7/23/12,8/3/12,closed_with_outcome,,8/3/12,11/26/12,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,11/26/12,10/26/14,closed_with_outcome,,10/2/14,,in_progress,,,79.9,60.42062566,66.06940362,23.59311043,1144.833421,1446.98541,26.80900002,79.54399872,,1.33156161,424.8184112,68.366,3287260,
