Bank,IAM,IAM ID,Year,Country,Project Name,Project Description,Complaint ID,Complaint Description,Filer(s),Filer Type,Environmental Category,Project Company,Project Number,Project Status,IFI Support Type,Financial Institution,Money,Project Loan Amount,Sector,Project Approval Date,Issues,Complaint Status,Date Filed (YYYY-DD-MM),Registration Start Date (YYYY-DD-MM),Registration End Date (YYYY-DD-MM),Registered? (Y/N),"If no registration, why?",Eligibility Start Date (YYYY-DD-MM),Eligibility End Date (YYYY-DD-MM),Eligible (Y/N),"If not eligibile, why?",Dispute Resolution Start Date,Dispute Resolution End Date,"If no DR, why?",Consultation and disclosure Review Start Date,Consultation and disclosure Review End Date,"If no CR, why?",Consultation and disclosure report published? (Y/N),Non-Consultation and disclosure Found (Y/N),Monitoring Start Date,Monitoring End Date,Date Closed,Project Hyperlink,Complaint Hyperlink,Documents
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/50,Alleged serious environmental risks and negative economical impacts - Militarization of the territory,Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other,Active,12/13/17,12/13/17,12/21/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline11.htm,
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/44,"Negative environmental, social and economic impacts of the project",Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other community health and safety issues,Active,11/30/17,11/30/17,12/5/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline5.htm,
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/43/PR,"Negative environmental, social and economic impacts of the project",Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other community health and safety issues,Active,11/21/17,11/21/17,11/24/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline6.htm,
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/42/PR,Negative environmental and social impacts of the project,Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other community health and safety issues,Active,11/19/17,11/19/17,11/24/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline4.htm,
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/47,"Negative environmental, social and economic impacts of the project",Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other community health and safety issues ,Active,12/7/17,12/7/17,12/21/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline8.htm,
ADB,SPF,25,2017,Sri Lanka,"Green Power Development and Energy Efficiency Improvement Investment Program
Sri Lanka","In recent years Sri Lanka has improved its energy sector and achieved a national electrification ratio of 94% (2012) compared with 29% in 1990. But a longer-term challenge is to reduce its high dependence on expensive fossil fuel energy. The energy sector struggles to (a) meet growing demand for electricity at a low cost and acceptable reliability rates, and (b) attain long term sustainability. The share of thermal energy in the power generation mix has increased from 6% in 1995 to 54% in 2011 that creates a high energy cost base. Demand growth has been met by expensive oil-fired thermal plants. This is not the solution to the country's energy Other community health and safety issues and environment protection in the long term. Diversification of the generation mix, especially from renewable energy sources, improved network efficiency, and supply and demand side management is the only way to correct this situation.",17-Jan,,Prashan De Silva; Ianthe de Silva,Individual; Individual,,,47037-002,Closed,Technical Assistance,,700000,"USD 700,000",Energy,,Other environmental; Other community health and safety issues; Biodiversity; Pollution; Water,Closed without Output,2017-31-01,2017-31-01,1/2/17,,,1/2/17,2017-23-02,no,Unknown,,,,,,,,,,,2017-23-02,https://www.adb.org/projects/47037-002/main#project-pds,,https://www.adb.org/sites/default/files/page/42458/sri-green-power-dev-complaint-form-31jan2017.pdf
ADB,SPF,25,2017,Sri Lanka,Green Power Development and Energy Efficiency Improvement Investment Program - Tranche 1,"ADB is helping Sri Lanka expand the use of renewable energy for power generation. The first tranche of the program will finance a 30-megawatt, run-of-the-river hydropower plant at Moragolla in Central Province and expand and upgrade transmission lines and other infrastructure in needy areas, including the former conflict-affected areas in the Northern and Eastern Provinces.",17-Jan,,Prashan De Silva; Ianthe de Silva,Individual; Individual,A,,47037-004,Active,Loan,,29000000,USD 29 million,Energy,,Other environmental; Other community health and safety issues; Biodiversity; Pollution; Water,Closed without Output,2017-31-01,2017-31-01,1/2/17,,,1/2/17,2017-23-02,no,Unknown,,,,,,,,,,,2017-23-02,https://www.adb.org/projects/47037-004/main#project-pds,,https://www.adb.org/sites/default/files/page/42458/sri-green-power-dev-complaint-form-31jan2017.pdf
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/48,"Negative environmental, social and economic impacts of the project",Confidential,Unknown,,,,,,,,,Extractives,,Other environmental; Other community health and safety issues; Livelihoods,Active,12/7/17,12/7/17,12/21/17,,,,,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/trans-adriatic-pipeline9.htm,
IFC,CAO,21,2017,Philippines,Rizal Commercial Banking Corporation (RCBC)-01,"IFC has four active investments in Rizal Commercial Banking Corporation (RCBC)  consisting of two equity investments (up to $49 million and $100 million, respectively), one loan ($30 million), and one bond (up to $75 million).   According to IFC, RCBC is one of the largest universal banks in the Philippines, providing a wide range of banking and other financial products and services, including commercial and retail banking, credit cards, asset management, and treasury and investment banking products and services. IFCs investments aim at supporting RCBCs growth in the areas of microfinance, small and medium-sized enterprises, and retail banking, as part of IFCs strategy to support the Philippine financial markets through investments in local financial institutions that play a key role in providing access to finance to underserved sectors.",1266,,"Local community members (the complainants) supported by PMCJ, IDI and BIC (NGOs)",Individual; Local CSO; International CSO,FI,Rizal Commercial Banking Corporation (RCBC),37489,,,IFC,254000000,$30m C loan; $149m equity; $75m bond,Other,,Other environmental; Other community health and safety issues; Livelihoods,Active,11-Oct-17,,,,,11-Oct-17,,Yes,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1266,http://www.cao-ombudsman.org/cases/document-links/links-1266.aspx
EBRD,PCM,26,2018,Serbia,EPS Restructuring,"EBRD investment will be conditioned upon an agreed plan for a comprehensive program of reforms of the Company and of the sector which will have a significant impact on the development, management and operational efficiency of the power infrastructure in Serbia. The loan proceeds will be used to restructure and refinance expensive short to medium-term financial debt which EPS has entered into on an emergency basis with commercial banks in order to alleviate the deteriorating cash situation created by the unprecedented and catastrophic floods in Serbia in 2014. The Bank expects to lengthen the tenors and provide terms more consistent with EPS’s operations.",2018/05,,CEE Bankwatch; CEKOR,International CSO; International CSO,B,Public Enterprise Elektroprivreda Srbije (EPS),47318,Disbursing,Loan,,228000000,EUR 200 million,Energy,,Other environmental; Other community health and safety issues; Livelihoods; Displacement (physical and/or economic); Due diligence,Active,2017-25-04,2017-25-04,10/5/18,,,2018-23-05,,,,,,,,,,,,,,,http://www.ebrd.com/work-with-us/projects/psd/eps-restructuring.html,,https://www.ebrd.com/cs/Satellite?c=Content&cid=1395274045893&d=&pagename=EBRD%2FContent%2FDownloadDocument; https://www.ebrd.com/cs/Satellite?c=Content&cid=1395274587633&d=&pagename=EBRD%2FContent%2FDownloadDocument
IFC,CAO,21,2017,Chile,Alto Maipo,"IFC has an active project with Alto Maipo SpA. According to IFC, the project comprises the construction of two run-of-the-river hydroelectric facilities connected in series with a combined capacity of 531 MW for the purposes of providing baseload electricity to the Chilean Central Interconnected Grid or SIC. It will be developed in the Upper Volcan River, Upper Yeso River and Colorado River, all in the Maipo River Basin and 90% of the Projects infrastructure will be underground, which will include powerhouses, siphons, access tunnels and water conveyance systems, including a total of 67 kilometers (km) of tunnels.",1255,,La Coordinadora Ciudadana No Alto Maipo and Ecosistemas,Local CSO; Local Community Organization,A,Alto Maipo SpA,31632,,,IFC,150000000,Debt US $150 million,Energy,,Other environmental; Pollution,Active,24-Jan-17,,,,,24-Jan-17,2017-31-03,Yes,,,,Actor(s) involved refused to participate; Company or government refused to go through dispute resolution,1/5/18,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1255,http://www.cao-ombudsman.org/cases/document-links/links-1255.aspx
IFC,CAO,21,2017,Chile,Alto Maipo,"IFC has an active project with Alto Maipo SpA. According to IFC, the project comprises the construction of two run-of-the-river hydroelectric facilities connected in series with a combined capacity of 531 MW for the purposes of providing baseload electricity to the Chilean Central Interconnected Grid or SIC. It will be developed in the Upper Volcan River, Upper Yeso River and Colorado River, all in the Maipo River Basin and 90% of the Projects infrastructure will be underground, which will include powerhouses, siphons, access tunnels and water conveyance systems, including a total of 67 kilometers (km) of tunnels.",1255,,La Coordinadora Ciudadana No Alto Maipo and Ecosistemas,Local CSO; Local Community Organization,A,Alto Maipo SpA,31632,,,IFC,0,,Energy,,Other environmental; Pollution,Active,24-Jan-17,,,24-Jan-17,2017-31-03,Yes,,,,Actor(s) involved refused to participate; Company or government refused to go through dispute resolution,1/5/18,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1255,http://www.cao-ombudsman.org/cases/document-links/links-1255.aspx,,
AfDB,IRM,28,2016,Mali,"Diversification of the Activities of ""Moulins Modernes du Mali (M3)"" Project in Mali","Installation of unit for the production of couscous and pasta, includes silos for the storage of raw materials and mills for the production of meal and flour to be used to supply production lines.",RQ2016/1,"The Request (included in Annex 1 of this Notice of Registration) was submitted by an international NGO called the Afrique-Europe Interact with local representation in Mali. The NGO complained about land grabbing by the Project which has had adverse effects on the people living in the villages of Sanamadougou and Sahou. The inhabitants of these villages, who refused to leave their agricultural lands at the beginning of the project, have allegedly been subjected to serious violations of their rights and they have received threats to their physical Other community health and safety issues. In addition, a number of them, affected by the project (PAPs), were not compensated while a few others received only symbolic compensation amounts for their lands and properties.",Afrique-Europe Interact,International CSO,B,,,,,,19137232,16.8 million EUR,Infrastructure,,Other retaliation (actual or feared); Consultation and disclosure; Displacement (physical and/or economic); Human rights,Monitoring,2015-23-09,2015-23-09,12/5/16,12/5/16,2016-30-11,yes,,,,,2016-30-11,2018-28-02,,yes,yes,,,,,https://www.afdb.org/en/independent-review-mechanism/management-of-complaints/registered-requests/rq20161-mali/,"https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/ENG_Register_of_Request-Moulins_Moderne_du_Mali__08_07_2016_.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/M3_Request_-_English.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/ENG_Notice_of_Registration__Moulins_Modernes_du_Mali.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Management_Response_on_the_request_filed_on_the_diversification_of_the_activities_of_the_modern_Mills_project__Moulins_Modernes_du_Mali__in_Mali.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Mali-_Diversification_of_the_activities_of_Modern_Mills_Project_-_The_Independent_Review_Mechanism_Eligibility_Assessment_Report_for_Consultation and disclosure.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Mali_-_ENG_Consultation and disclosure_R_Rpt__Mgt_Response_and_Action_Plan_of_M3_Project.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/LIST_OF_POLICIES-EN-CRMU.pdf",,
AfDB,IRM,28,2016,Mali,"Diversification of the Activities of ""Moulins Modernes du Mali (M3)"" Project in Mali","Installation of unit for the production of couscous and pasta, includes silos for the storage of raw materials and mills for the production of meal and flour to be used to supply production lines.",RQ2016/1,"The Request (included in Annex 1 of this Notice of Registration) was submitted by an international NGO called the Afrique-Europe Interact with local representation in Mali. The NGO complained about land grabbing by the Project which has had adverse effects on the people living in the villages of Sanamadougou and Sahou. The inhabitants of these villages, who refused to leave their agricultural lands at the beginning of the project, have allegedly been subjected to serious violations of their rights and they have received threats to their physical Other community health and safety issues. In addition, a number of them, affected by the project (PAPs), were not compensated while a few others received only symbolic compensation amounts for their lands and properties.",Afrique-Europe Interact,International CSO,B,,,,,,19137232,16.8 million EUR,Infrastructure,,Other retaliation (actual or feared); Consultation and disclosure; Displacement (physical and/or economic); Human rights,Monitoring,2015-23-09,2015-23-09,12/5/16,,,12/5/16,2016-30-11,yes,,,,,2016-30-11,2018-28-02,,yes,yes,,,,,https://www.afdb.org/en/independent-review-mechanism/management-of-complaints/registered-requests/rq20161-mali/,"https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/ENG_Register_of_Request-Moulins_Moderne_du_Mali__08_07_2016_.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/M3_Request_-_English.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/ENG_Notice_of_Registration__Moulins_Modernes_du_Mali.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Management_Response_on_the_request_filed_on_the_diversification_of_the_activities_of_the_modern_Mills_project__Moulins_Modernes_du_Mali__in_Mali.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Mali-_Diversification_of_the_activities_of_Modern_Mills_Project_-_The_Independent_Review_Mechanism_Eligibility_Assessment_Report_for_Consultation and disclosure.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/Mali_-_ENG_Consultation and disclosure_R_Rpt__Mgt_Response_and_Action_Plan_of_M3_Project.pdf,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Consultation and disclosure-Review/LIST_OF_POLICIES-EN-CRMU.pdf"
